"No.","Time","Source","Destination","Protocol","Length","Info"
"5575","590.596566","10.10.10.118","239.255.255.250","SSDP","483","NOTIFY * HTTP/1.1 "
"5576","590.596566","10.10.10.118","239.255.255.250","SSDP","511","NOTIFY * HTTP/1.1 "
"5577","590.688163","10.10.10.118","239.255.255.250","SSDP","511","NOTIFY * HTTP/1.1 "
"5578","590.699776","10.10.10.118","239.255.255.250","SSDP","497","NOTIFY * HTTP/1.1 "
"5579","590.699776","10.10.10.118","239.255.255.250","SSDP","497","NOTIFY * HTTP/1.1 "
"5580","590.699776","10.10.10.118","239.255.255.250","SSDP","495","NOTIFY * HTTP/1.1 "
"5581","590.699776","10.10.10.118","239.255.255.250","SSDP","495","NOTIFY * HTTP/1.1 "
"5582","590.699776","10.10.10.118","239.255.255.250","SSDP","495","NOTIFY * HTTP/1.1 "
"5583","590.699776","10.10.10.118","239.255.255.250","SSDP","495","NOTIFY * HTTP/1.1 "
"5584","590.794138","10.10.10.105","224.0.0.251","MDNS","135","Standard query 0x0006 PTR _96084372._sub._googlecast._tcp.local, ""QM"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"5585","590.995614","10.10.10.71","224.0.0.251","MDNS","141","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR lb._dns-sd._udp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question"
"5586","591.005761","fe80::ab:3020:bda9:b47b","ff02::fb","MDNS","161","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR lb._dns-sd._udp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question"
"5587","591.722848","10.10.10.10","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5588","591.722958","10.10.10.10","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5589","591.722997","10.10.10.10","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5590","591.723042","10.10.10.10","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5591","591.723078","10.10.10.10","172.64.150.28","QUIC","1013","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5592","591.723135","10.10.10.10","172.64.150.28","QUIC","722","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5593","591.756294","10.10.10.10","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5594","591.756427","10.10.10.10","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5595","591.756483","10.10.10.10","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5596","591.756525","10.10.10.10","172.64.150.28","QUIC","913","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5597","591.756588","10.10.10.10","172.64.150.28","QUIC","1287","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5598","591.756630","10.10.10.10","172.64.150.28","QUIC","118","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5599","591.757724","10.10.10.10","172.64.155.141","QUIC","1292","Initial, DCID=517e34160c8e3ab2, PKN: 1, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO"
"5600","591.758036","10.10.10.10","172.64.155.141","QUIC","118","0-RTT, DCID=517e34160c8e3ab2"
"5601","591.806169","172.64.150.28","10.10.10.10","QUIC","65","Protected Payload (KP0)"
"5602","591.806850","172.64.150.28","10.10.10.10","QUIC","65","Protected Payload (KP0)"
"5603","591.808134","172.64.150.28","10.10.10.10","QUIC","65","Protected Payload (KP0)"
"5604","591.842602","172.64.150.28","10.10.10.10","QUIC","65","Protected Payload (KP0)"
"5605","591.842602","172.64.150.28","10.10.10.10","QUIC","65","Protected Payload (KP0)"
"5606","591.842602","172.64.150.28","10.10.10.10","QUIC","65","Protected Payload (KP0)"
"5607","591.853259","172.64.155.141","10.10.10.10","QUIC","1242","Handshake, SCID=01d7eb9b1c118743e3d7749b3511a2243074af65"
"5608","591.853380","172.64.155.141","10.10.10.10","QUIC","95","Protected Payload (KP0)"
"5609","591.853622","172.64.155.141","10.10.10.10","QUIC","66","Protected Payload (KP0)"
"5610","591.853622","172.64.155.141","10.10.10.10","QUIC","66","Protected Payload (KP0)"
"5611","591.853622","172.64.155.141","10.10.10.10","QUIC","91","Protected Payload (KP0)"
"5612","591.854337","10.10.10.10","172.64.155.141","QUIC","132","Handshake, DCID=01d7eb9b1c118743e3d7749b3511a2243074af65"
"5613","591.854600","10.10.10.10","172.64.155.141","QUIC","85","Protected Payload (KP0), DCID=01d7eb9b1c118743e3d7749b3511a2243074af65"
"5614","591.854713","10.10.10.10","172.64.155.141","QUIC","85","Protected Payload (KP0), DCID=01d7eb9b1c118743e3d7749b3511a2243074af65"
"5615","591.854895","10.10.10.10","172.64.155.141","QUIC","89","Protected Payload (KP0), DCID=01d7eb9b1c118743e3d7749b3511a2243074af65"
"5616","591.855218","10.10.10.10","172.64.155.141","QUIC","1286","Protected Payload (KP0), DCID=01d7eb9b1c118743e3d7749b3511a2243074af65"
"5617","591.855422","10.10.10.10","172.64.155.141","QUIC","250","Protected Payload (KP0), DCID=01d7eb9b1c118743e3d7749b3511a2243074af65"
"5618","591.921288","172.64.150.28","10.10.10.10","QUIC","1242","Protected Payload (KP0)"
"5619","591.921531","172.64.150.28","10.10.10.10","QUIC","856","Protected Payload (KP0)"
"5620","591.922110","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5621","591.945980","172.64.155.141","10.10.10.10","QUIC","64","Protected Payload (KP0)"
"5622","591.946795","172.64.155.141","10.10.10.10","QUIC","70","Protected Payload (KP0)"
"5623","591.947526","10.10.10.10","172.64.155.141","QUIC","85","Protected Payload (KP0), DCID=01d7eb9b1c118743e3d7749b3511a2243074af65"
"5624","591.948362","172.64.155.141","10.10.10.10","QUIC","65","Protected Payload (KP0)"
"5625","592.054426","10.10.10.10","172.64.150.28","QUIC","83","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5626","592.061939","172.64.155.141","10.10.10.10","QUIC","1242","Protected Payload (KP0)"
"5627","592.062290","172.64.155.141","10.10.10.10","QUIC","975","Protected Payload (KP0)"
"5628","592.062813","10.10.10.10","172.64.155.141","QUIC","85","Protected Payload (KP0), DCID=01d7eb9b1c118743e3d7749b3511a2243074af65"
"5629","592.137356","172.64.150.28","10.10.10.10","QUIC","65","Protected Payload (KP0)"
"5630","592.336155","172.64.150.28","10.10.10.10","QUIC","1242","Protected Payload (KP0)"
"5631","592.336416","172.64.150.28","10.10.10.10","QUIC","1242","Protected Payload (KP0)"
"5632","592.336800","172.64.150.28","10.10.10.10","QUIC","1242","Protected Payload (KP0)"
"5633","592.336800","172.64.150.28","10.10.10.10","QUIC","1242","Protected Payload (KP0)"
"5634","592.336800","172.64.150.28","10.10.10.10","QUIC","126","Protected Payload (KP0)"
"5635","592.336994","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5636","592.337747","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5637","592.340039","10.10.10.10","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5638","592.349110","10.10.10.10","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5639","592.349196","10.10.10.10","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5640","592.349230","10.10.10.10","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5641","592.349313","10.10.10.10","172.64.150.28","QUIC","915","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5642","592.349366","10.10.10.10","172.64.150.28","QUIC","1287","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5643","592.349406","10.10.10.10","172.64.150.28","QUIC","394","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5644","592.405254","172.64.150.28","10.10.10.10","QUIC","726","Protected Payload (KP0)"
"5645","592.425246","172.64.150.28","10.10.10.10","QUIC","1242","Protected Payload (KP0)"
"5646","592.425389","172.64.150.28","10.10.10.10","QUIC","207","Protected Payload (KP0)"
"5647","592.425613","172.64.150.28","10.10.10.10","QUIC","65","Protected Payload (KP0)"
"5648","592.426185","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5649","592.432122","172.64.150.28","10.10.10.10","QUIC","1242","Protected Payload (KP0)"
"5650","592.432122","172.64.150.28","10.10.10.10","QUIC","889","Protected Payload (KP0)"
"5651","592.432716","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5652","592.453968","172.64.150.28","10.10.10.10","QUIC","65","Protected Payload (KP0)"
"5653","592.468045","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5654","592.478040","172.64.150.28","10.10.10.10","QUIC","768","Protected Payload (KP0)"
"5655","592.504726","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5656","592.505552","172.64.150.28","10.10.10.10","QUIC","1242","Protected Payload (KP0)"
"5657","592.506154","172.64.150.28","10.10.10.10","QUIC","990","Protected Payload (KP0)"
"5658","592.506433","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5659","592.507775","172.64.150.28","10.10.10.10","QUIC","768","Protected Payload (KP0)"
"5660","592.508563","172.64.150.28","10.10.10.10","QUIC","1242","Protected Payload (KP0)"
"5661","592.509025","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5662","592.509532","172.64.150.28","10.10.10.10","QUIC","860","Protected Payload (KP0)"
"5663","592.512538","172.64.150.28","10.10.10.10","QUIC","768","Protected Payload (KP0)"
"5664","592.512791","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5665","592.523733","172.64.150.28","10.10.10.10","QUIC","768","Protected Payload (KP0)"
"5666","592.541610","172.64.150.28","10.10.10.10","QUIC","773","Protected Payload (KP0)"
"5667","592.542054","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5668","592.556683","172.64.150.28","10.10.10.10","QUIC","773","Protected Payload (KP0)"
"5669","592.569484","172.64.150.28","10.10.10.10","QUIC","805","Protected Payload (KP0)"
"5670","592.569966","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5671","592.599642","172.64.150.28","10.10.10.10","QUIC","805","Protected Payload (KP0)"
"5672","592.613114","172.64.150.28","10.10.10.10","QUIC","807","Protected Payload (KP0)"
"5673","592.613592","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5674","592.628303","172.64.150.28","10.10.10.10","QUIC","807","Protected Payload (KP0)"
"5675","592.638833","RuckusWirele_0a:34:c0","Broadcast","0x99ea","367","Ethernet II"
"5676","592.638833","10.10.10.251","10.10.10.255","UDP","387","36075  >  60000 Len=345"
"5677","592.639084","172.64.150.28","10.10.10.10","QUIC","807","Protected Payload (KP0)"
"5678","592.639630","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5679","592.660609","10.10.10.10","172.64.150.28","QUIC","83","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5680","592.661853","172.64.150.28","10.10.10.10","QUIC","839","Protected Payload (KP0)"
"5681","592.673483","172.64.150.28","10.10.10.10","QUIC","839","Protected Payload (KP0)"
"5682","592.674061","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5683","592.686603","172.64.150.28","10.10.10.10","QUIC","839","Protected Payload (KP0)"
"5684","592.714652","172.64.150.28","10.10.10.10","QUIC","844","Protected Payload (KP0)"
"5685","592.715292","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5686","592.716933","172.64.150.28","10.10.10.10","QUIC","844","Protected Payload (KP0)"
"5687","592.738339","172.64.150.28","10.10.10.10","QUIC","844","Protected Payload (KP0)"
"5688","592.738934","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5689","592.743381","172.64.150.28","10.10.10.10","QUIC","65","Protected Payload (KP0)"
"5690","592.754946","172.64.150.28","10.10.10.10","QUIC","844","Protected Payload (KP0)"
"5691","592.760359","172.64.150.28","10.10.10.10","QUIC","849","Protected Payload (KP0)"
"5692","592.760736","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5693","592.775181","172.64.150.28","10.10.10.10","QUIC","849","Protected Payload (KP0)"
"5694","592.790694","172.64.150.28","10.10.10.10","QUIC","838","Protected Payload (KP0)"
"5695","592.791301","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5696","592.820397","172.64.150.28","10.10.10.10","QUIC","881","Protected Payload (KP0)"
"5697","592.838350","172.64.150.28","10.10.10.10","QUIC","881","Protected Payload (KP0)"
"5698","592.838898","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5699","592.843637","172.64.150.28","10.10.10.10","QUIC","881","Protected Payload (KP0)"
"5700","592.860248","172.64.150.28","10.10.10.10","QUIC","881","Protected Payload (KP0)"
"5701","592.860676","10.10.10.10","172.64.150.28","QUIC","85","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5702","592.867832","172.64.150.28","10.10.10.10","QUIC","881","Protected Payload (KP0)"
"5703","592.880460","172.64.150.28","10.10.10.10","QUIC","881","Protected Payload (KP0)"
"5704","592.880858","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5705","592.896804","172.64.150.28","10.10.10.10","QUIC","881","Protected Payload (KP0)"
"5706","592.913370","172.64.150.28","10.10.10.10","QUIC","881","Protected Payload (KP0)"
"5707","592.914110","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5708","592.937931","172.64.150.28","10.10.10.10","QUIC","881","Protected Payload (KP0)"
"5709","592.947103","172.64.150.28","10.10.10.10","QUIC","913","Protected Payload (KP0)"
"5710","592.947537","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5711","592.947621","10.10.10.10","172.64.150.28","QUIC","83","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5712","592.959704","172.64.150.28","10.10.10.10","QUIC","913","Protected Payload (KP0)"
"5713","592.975446","172.64.150.28","10.10.10.10","QUIC","913","Protected Payload (KP0)"
"5714","592.976185","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5715","592.990767","172.64.150.28","10.10.10.10","QUIC","913","Protected Payload (KP0)"
"5716","593.007497","172.64.150.28","10.10.10.10","QUIC","913","Protected Payload (KP0)"
"5717","593.008140","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5718","593.021773","172.64.150.28","10.10.10.10","QUIC","913","Protected Payload (KP0)"
"5719","593.035141","172.64.150.28","10.10.10.10","QUIC","65","Protected Payload (KP0)"
"5720","593.036527","172.64.150.28","10.10.10.10","QUIC","913","Protected Payload (KP0)"
"5721","593.037014","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5722","593.053202","172.64.150.28","10.10.10.10","QUIC","913","Protected Payload (KP0)"
"5723","593.066681","172.64.150.28","10.10.10.10","QUIC","913","Protected Payload (KP0)"
"5724","593.067114","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5725","593.105335","172.64.150.28","10.10.10.10","QUIC","913","Protected Payload (KP0)"
"5726","593.113618","10.10.10.10","8.8.8.8","QUIC","251","Protected Payload (KP0), DCID=fa7e93ddc82a8e2a"
"5727","593.113907","10.10.10.10","8.8.8.8","QUIC","251","Protected Payload (KP0), DCID=fa7e93ddc82a8e2a"
"5728","593.126129","172.64.150.28","10.10.10.10","QUIC","913","Protected Payload (KP0)"
"5729","593.126631","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5730","593.133400","172.64.150.28","10.10.10.10","QUIC","1242","Protected Payload (KP0)"
"5731","593.133493","172.64.150.28","10.10.10.10","QUIC","645","Protected Payload (KP0)"
"5732","593.133989","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5733","593.136033","8.8.8.8","10.10.10.10","QUIC","69","Protected Payload (KP0)"
"5734","593.136099","8.8.8.8","10.10.10.10","QUIC","69","Protected Payload (KP0)"
"5735","593.136335","10.10.10.10","8.8.8.8","QUIC","73","Protected Payload (KP0), DCID=fa7e93ddc82a8e2a"
"5736","593.150376","10.10.10.118","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"5737","593.150376","10.10.10.118","239.255.255.250","SSDP","440","NOTIFY * HTTP/1.1 "
"5738","593.150376","10.10.10.118","239.255.255.250","SSDP","483","NOTIFY * HTTP/1.1 "
"5739","593.150376","10.10.10.118","239.255.255.250","SSDP","511","NOTIFY * HTTP/1.1 "
"5740","593.150376","10.10.10.118","239.255.255.250","SSDP","497","NOTIFY * HTTP/1.1 "
"5741","593.150376","10.10.10.118","239.255.255.250","SSDP","495","NOTIFY * HTTP/1.1 "
"5742","593.150376","172.64.150.28","10.10.10.10","QUIC","945","Protected Payload (KP0)"
"5743","593.158785","172.64.150.28","10.10.10.10","QUIC","945","Protected Payload (KP0)"
"5744","593.159293","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5745","593.165959","8.8.8.8","10.10.10.10","QUIC","621","Protected Payload (KP0)"
"5746","593.166104","8.8.8.8","10.10.10.10","QUIC","64","Protected Payload (KP0)"
"5747","593.166316","10.10.10.10","8.8.8.8","QUIC","77","Protected Payload (KP0), DCID=fa7e93ddc82a8e2a"
"5748","593.166436","8.8.8.8","10.10.10.10","QUIC","550","Protected Payload (KP0)"
"5749","593.166436","8.8.8.8","10.10.10.10","QUIC","64","Protected Payload (KP0)"
"5750","593.166681","10.10.10.10","8.8.8.8","QUIC","77","Protected Payload (KP0), DCID=fa7e93ddc82a8e2a"
"5751","593.167551","10.10.10.10","104.18.41.158","QUIC","1292","Initial, DCID=ea233aca6db0ce70, PKN: 1, PING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO"
"5752","593.169461","10.10.10.10","104.18.41.158","QUIC","123","0-RTT, DCID=ea233aca6db0ce70"
"5753","593.169620","10.10.10.10","104.18.41.158","QUIC","598","0-RTT, DCID=ea233aca6db0ce70"
"5754","593.184160","8.8.8.8","10.10.10.10","QUIC","65","Protected Payload (KP0)"
"5755","593.191955","10.10.10.10","8.8.8.8","QUIC","74","Protected Payload (KP0), DCID=fa7e93ddc82a8e2a"
"5756","593.239447","10.10.10.10","172.64.150.28","QUIC","83","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5757","593.239941","172.64.150.28","10.10.10.10","QUIC","1242","Protected Payload (KP0)"
"5758","593.240473","172.64.150.28","10.10.10.10","QUIC","648","Protected Payload (KP0)"
"5759","593.240892","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5760","593.241223","172.64.150.28","10.10.10.10","QUIC","945","Protected Payload (KP0)"
"5761","593.241556","172.64.150.28","10.10.10.10","QUIC","934","Protected Payload (KP0)"
"5762","593.241987","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5763","593.242734","172.64.150.28","10.10.10.10","QUIC","977","Protected Payload (KP0)"
"5764","593.253675","104.18.41.158","10.10.10.10","QUIC","1242","Initial, SCID=019bde0853129e4ff89b41086c12a26d794c4410, PKN: 0, ACK, CRYPTO"
"5765","593.253920","104.18.41.158","10.10.10.10","QUIC","1242","Handshake, SCID=019bde0853129e4ff89b41086c12a26d794c4410"
"5766","593.255770","104.18.41.158","10.10.10.10","QUIC","1242","Handshake, SCID=019bde0853129e4ff89b41086c12a26d794c4410"
"5767","593.255770","104.18.41.158","10.10.10.10","QUIC","1242","Handshake, SCID=019bde0853129e4ff89b41086c12a26d794c4410"
"5768","593.256185","10.10.10.10","104.18.41.158","QUIC","1292","Handshake, DCID=019bde0853129e4ff89b41086c12a26d794c4410"
"5769","593.256712","10.10.10.10","104.18.41.158","QUIC","93","Handshake, DCID=019bde0853129e4ff89b41086c12a26d794c4410"
"5770","593.257554","172.64.150.28","10.10.10.10","QUIC","977","Protected Payload (KP0)"
"5771","593.257883","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5772","593.270385","104.18.41.158","10.10.10.10","QUIC","99","Handshake, SCID=019bde0853129e4ff89b41086c12a26d794c4410"
"5773","593.271033","10.10.10.10","104.18.41.158","QUIC","736","Protected Payload (KP0), DCID=019bde0853129e4ff89b41086c12a26d794c4410"
"5774","593.300011","172.64.150.28","10.10.10.10","QUIC","977","Protected Payload (KP0)"
"5775","593.316179","172.64.150.28","10.10.10.10","QUIC","977","Protected Payload (KP0)"
"5776","593.316721","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5777","593.342131","172.64.150.28","10.10.10.10","QUIC","977","Protected Payload (KP0)"
"5778","593.344102","172.64.150.28","10.10.10.10","QUIC","977","Protected Payload (KP0)"
"5779","593.344641","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5780","593.344771","172.64.150.28","10.10.10.10","QUIC","977","Protected Payload (KP0)"
"5781","593.356992","172.64.150.28","10.10.10.10","QUIC","977","Protected Payload (KP0)"
"5782","593.357512","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5783","593.358945","172.64.150.28","10.10.10.10","QUIC","304","Protected Payload (KP0)"
"5784","593.360572","172.64.150.28","10.10.10.10","QUIC","699","Protected Payload (KP0)"
"5785","593.360572","172.64.150.28","10.10.10.10","QUIC","354","Protected Payload (KP0)"
"5786","593.360779","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5787","593.360890","104.18.41.158","10.10.10.10","QUIC","576","Protected Payload (KP0)"
"5788","593.362093","104.18.41.158","10.10.10.10","QUIC","66","Protected Payload (KP0)"
"5789","593.362239","10.10.10.10","104.18.41.158","QUIC","86","Protected Payload (KP0), DCID=019bde0853129e4ff89b41086c12a26d794c4410"
"5790","593.362283","104.18.41.158","10.10.10.10","QUIC","66","Protected Payload (KP0)"
"5791","593.363766","104.18.41.158","10.10.10.10","QUIC","91","Protected Payload (KP0)"
"5792","593.363907","10.10.10.10","104.18.41.158","QUIC","89","Protected Payload (KP0), DCID=019bde0853129e4ff89b41086c12a26d794c4410"
"5793","593.373135","104.18.41.158","10.10.10.10","QUIC","1242","Protected Payload (KP0)"
"5794","593.373135","104.18.41.158","10.10.10.10","QUIC","474","Protected Payload (KP0)"
"5795","593.373594","10.10.10.10","104.18.41.158","QUIC","85","Protected Payload (KP0), DCID=019bde0853129e4ff89b41086c12a26d794c4410"
"5796","593.375474","172.64.150.28","10.10.10.10","QUIC","977","Protected Payload (KP0)"
"5797","593.388596","10.10.10.10","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5798","593.410363","172.64.150.28","10.10.10.10","QUIC","1009","Protected Payload (KP0)"
"5799","593.412776","172.64.150.28","10.10.10.10","QUIC","1009","Protected Payload (KP0)"
"5800","593.431995","172.64.150.28","10.10.10.10","QUIC","1009","Protected Payload (KP0)"
"5801","593.432581","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5802","593.447040","172.64.150.28","10.10.10.10","QUIC","1014","Protected Payload (KP0)"
"5803","593.448703","104.18.41.158","10.10.10.10","QUIC","70","Protected Payload (KP0)"
"5804","593.470483","10.10.10.10","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5805","593.471774","172.64.150.28","10.10.10.10","QUIC","1014","Protected Payload (KP0)"
"5806","593.474419","10.10.10.10","104.18.41.158","QUIC","86","Protected Payload (KP0), DCID=019bde0853129e4ff89b41086c12a26d794c4410"
"5807","593.476832","172.64.150.28","10.10.10.10","QUIC","1014","Protected Payload (KP0)"
"5808","593.492564","172.64.150.28","10.10.10.10","QUIC","1014","Protected Payload (KP0)"
"5809","593.493107","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5810","593.511429","172.64.150.28","10.10.10.10","QUIC","1046","Protected Payload (KP0)"
"5811","593.521373","172.64.150.28","10.10.10.10","QUIC","1046","Protected Payload (KP0)"
"5812","593.537221","172.64.150.28","10.10.10.10","QUIC","1046","Protected Payload (KP0)"
"5813","593.537663","10.10.10.10","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5814","593.564696","172.64.150.28","10.10.10.10","QUIC","1046","Protected Payload (KP0)"
"5815","593.565120","10.10.10.10","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01862909dff7b3edb286b609eff7802499d38471"
"5816","593.568827","172.64.150.28","10.10.10.10","QUIC","1046","Protected Payload (KP0)"
"5817","593.585225","172.64.150.28","10.10.10.10","QUIC","1046","Protected Payload (KP0)"
